seed,objective,batch_id,volfrac,penal,rmin,move,void_size_frac
grid_circular_voids,auxetic,3,0.491241,3.027231,1.183285,0.188298,0.29691
grid_circular_voids,auxetic,3,0.624145,3.58891,1.921565,0.118075,0.519603
grid_circular_voids,auxetic,3,0.686417,2.62568,1.488951,0.093929,0.330807
grid_circular_voids,auxetic,3,0.554002,4.687726,2.227231,0.223529,0.412875
grid_circular_voids,auxetic,3,0.529974,2.293351,1.962654,0.239622,0.444086
grid_circular_voids,auxetic,3,0.646827,4.357949,1.22437,0.066065,0.376081
grid_circular_voids,auxetic,3,0.584554,3.450395,2.362298,0.14651,0.48605
grid_circular_voids,auxetic,3,0.467214,4.015358,1.624016,0.173191,0.25867
grid_circular_voids,auxetic,3,0.607229,2.416875,2.421183,0.159279,0.38617
grid_circular_voids,auxetic,3,0.506063,4.855562,1.659464,0.135766,0.468238
grid_circular_voids,auxetic,3,0.568335,2.766056,2.117521,0.052245,0.279013
grid_circular_voids,auxetic,3,0.669989,3.703646,1.3558,0.228885,0.501705
grid_circular_voids,auxetic,3,0.663743,3.279663,1.430695,0.206501,0.542583
grid_circular_voids,auxetic,3,0.515153,4.215433,2.192412,0.086295,0.315203
grid_circular_voids,auxetic,3,0.45288,2.187439,1.033419,0.101115,0.425015
grid_circular_voids,auxetic,3,0.600983,4.622109,1.795137,0.180695,0.357009
grid_circular_voids,auxetic,3,0.548744,2.021241,1.726477,0.184281,0.480992
grid_circular_voids,auxetic,3,0.697517,4.460135,2.464759,0.110762,0.262986
grid_circular_voids,auxetic,3,0.634759,3.161439,1.326866,0.07724,0.449144
grid_circular_voids,auxetic,3,0.486473,4.099233,2.06515,0.203886,0.371764
grid_circular_voids,auxetic,3,0.480041,2.930928,2.130525,0.231506,0.334987
grid_circular_voids,auxetic,3,0.581511,3.866857,1.392246,0.061294,0.407679
grid_circular_voids,auxetic,3,0.64427,2.535969,1.824803,0.126113,0.292731
grid_circular_voids,auxetic,3,0.54231,4.9708,1.086522,0.155699,0.524799
grid_circular_voids,auxetic,3,0.68257,3.381849,1.880186,0.163294,0.429487
grid_circular_voids,auxetic,3,0.565534,3.943322,1.118468,0.143077,0.352107
grid_circular_voids,auxetic,3,0.502776,2.271315,2.277404,0.06893,0.538111
grid_circular_voids,auxetic,3,0.620299,4.333153,1.515688,0.248524,0.320105
grid_circular_voids,auxetic,3,0.596459,2.694822,1.265017,0.214621,0.274247
grid_circular_voids,auxetic,3,0.46325,4.759258,2.026737,0.09107,0.506315
grid_circular_voids,auxetic,3,0.526009,3.04913,1.568715,0.121514,0.390936
grid_circular_voids,auxetic,3,0.658729,3.613934,2.330435,0.198189,0.463628
grid_circular_voids,auxetic,3,0.471272,2.590837,2.086408,0.193828,0.530203
grid_circular_voids,auxetic,3,0.588307,4.652349,1.348129,0.123627,0.28876
grid_circular_voids,auxetic,3,0.651066,2.945145,2.437668,0.088398,0.404578
grid_circular_voids,auxetic,3,0.533542,3.507025,1.699388,0.217972,0.34126
grid_circular_voids,auxetic,3,0.557512,3.462437,1.014026,0.246618,0.36544
grid_circular_voids,auxetic,3,0.690721,4.026846,1.752308,0.073087,0.452196
grid_circular_voids,auxetic,3,0.627963,2.351903,1.458897,0.139516,0.266925
grid_circular_voids,auxetic,3,0.495242,4.416676,2.19718,0.166174,0.475556
grid_circular_voids,auxetic,3,0.605227,2.824065,1.495901,0.152333,0.459977
grid_circular_voids,auxetic,3,0.456454,3.762917,2.257622,0.128794,0.39666
grid_circular_voids,auxetic,3,0.519213,2.429105,1.144082,0.05919,0.512342
grid_circular_voids,auxetic,3,0.667497,4.86686,1.905801,0.235852,0.270899
grid_circular_voids,auxetic,3,0.673801,2.10481,2.404406,0.201021,0.323495
grid_circular_voids,auxetic,3,0.57233,4.540768,1.642688,0.080792,0.532125
grid_circular_voids,auxetic,3,0.509572,3.245008,1.958606,0.106597,0.346405
grid_circular_voids,auxetic,3,0.611531,4.179866,1.19689,0.186202,0.433161
grid_circular_voids,auxetic,3,0.5388,3.172754,2.299739,0.177337,0.252346
grid_circular_voids,auxetic,3,0.639966,4.111448,1.561456,0.103792,0.489101
grid_circular_voids,auxetic,3,0.577693,2.08053,1.854901,0.084189,0.38002
grid_circular_voids,auxetic,3,0.47604,4.518124,1.116619,0.210857,0.438651
grid_circular_voids,auxetic,3,0.482415,2.500398,1.602768,0.226023,0.418279
grid_circular_voids,auxetic,3,0.631006,4.93615,2.341048,0.055787,0.326836
grid_circular_voids,auxetic,3,0.693278,2.849579,1.251452,0.131592,0.516502
grid_circular_voids,auxetic,3,0.545176,3.784234,1.989731,0.161205,0.303184
grid_circular_voids,auxetic,3,0.654917,2.189412,1.281842,0.168826,0.360399
grid_circular_voids,auxetic,3,0.522014,4.251086,2.043559,0.148631,0.41903
grid_circular_voids,auxetic,3,0.459741,3.346455,1.727583,0.063403,0.309501
grid_circular_voids,auxetic,3,0.592157,3.908494,2.489301,0.242971,0.546256
grid_circular_voids,auxetic,3,0.616054,3.107865,1.814932,0.221613,0.498055
grid_circular_voids,auxetic,3,0.499203,3.672479,1.053213,0.098087,0.284737
grid_circular_voids,auxetic,3,0.561474,2.706314,2.166788,0.114518,0.474264
grid_circular_voids,auxetic,3,0.678815,4.771295,1.405067,0.19117,0.382821
grid_circular_voids,auxetic,3,0.589431,2.332077,2.175983,0.19292,0.423037
grid_circular_voids,auxetic,3,0.472152,4.395392,1.437701,0.113113,0.359719
