iterations,volume_fractions,poisson_ratios_v12,poisson_ratios_v21
1,0.364539999999989,0.273544933193844,0.273544933193843
2,0.399997090468391,0.246012819275021,0.246012819275024
3,0.400003485041046,0.264082909358781,0.264082909358785
4,0.399991226169201,0.226797513833503,0.226797513833514
5,0.399985143114369,0.232781896196599,0.23278189619662
6,0.399992100018676,0.217592334527149,0.2175923345272
7,0.399982422638417,0.203193834770164,0.203193834770244
8,0.399985543361454,0.181852188636537,0.181852188636639
9,0.399977208585585,0.150055443096461,0.150055443096548
10,0.399975363747892,0.120819520477697,0.120819520477793
11,0.399983220019839,0.0878875460619963,0.0878875460620619
12,0.399993228473247,0.0739217787848811,0.0739217787849403
13,0.399997228557399,0.0695045968686028,0.0695045968686949
14,0.40000177156048,0.0716577841360252,0.0716577841361538
15,0.400001558612008,0.0769484309791179,0.0769484309792409
16,0.400001401216946,0.0806554752092363,0.0806554752093585
17,0.400001331561811,0.0836710700746695,0.0836710700747486
18,0.399999946223566,0.0863483428561248,0.0863483428561949
19,0.399996117279008,0.0885799802566695,0.0885799802567215
20,0.399993863436288,0.0902935870734442,0.0902935870735044
21,0.364988599045631,0.0673600914342047,0.0673600914342464
22,0.335784266819909,0.0459447792149451,0.0459447792149816
23,0.312805439251693,0.0226554945991707,0.0226554945991782
24,0.297566836902951,-0.00794011299000979,-0.0079401129900355
25,0.29723815346038,-0.0678298307047481,-0.0678298307049864
26,0.303003541913197,-0.168710669550923,-0.168710669551233
27,0.312660610969488,-0.292363196527712,-0.292363196527508
28,0.323452557936463,-0.408258669445378,-0.408258669443886
29,0.331478569199399,-0.458793959876722,-0.458793959875639
30,0.341114082399365,-0.468935330368302,-0.468935330367211
31,0.348363206926562,-0.482467601093444,-0.48246760109227
32,0.354973781643638,-0.472744015739963,-0.472744015738536
33,0.360607347940482,-0.466404985070018,-0.466404985069092
34,0.363019186360924,-0.48529890141609,-0.485298901415194
35,0.367273760458212,-0.479034164053401,-0.4790341640526
36,0.368977438022673,-0.503033342995681,-0.503033342995337
37,0.372361858973857,-0.484643425543203,-0.484643425543127
38,0.373027850454808,-0.498081748734215,-0.498081748734168
39,0.374945441291837,-0.483160041470797,-0.48316004147076
40,0.374640718311245,-0.494780827223171,-0.494780827223124
41,0.376150718311245,-0.484974915743469,-0.484974915743462
42,0.37591607027622,-0.494019059803462,-0.494019059803427
43,0.376909855304966,-0.479881641421233,-0.479881641421243
44,0.376016386414334,-0.497711546356924,-0.497711546356873
45,0.37695711676595,-0.48443488645073,-0.484434886450708
46,0.37606711676595,-0.497631542605968,-0.497631542605964
47,0.37703711676595,-0.484343206152401,-0.484343206152369
48,0.37608711676595,-0.497613985954038,-0.497613985954026
49,0.37705711676595,-0.484300791152341,-0.484300791152319
50,0.37611711676595,-0.49756463986062,-0.497564639860589
